episode,reward,steps,outcome,env,blocks_placed,timestamp
1098,23.6165,102,fell,bridging,0,15:25:10
1099,20.2675,30,fell,bridging,0,15:25:20
1100,17.8078,115,fell,bridging,0,15:25:43
1101,44.5954,110,fell,bridging,1,15:26:06
1102,15.7742,18,fell,bridging,0,15:26:13
1103,13.8692,173,mission_ended,bridging,0,15:26:48
1104,21.536,173,mission_ended,bridging,1,15:27:20
1105,14.247,97,fell,bridging,0,15:27:42
1106,22.1439,86,fell,bridging,0,15:28:01
1107,29.5527,85,fell,bridging,0,15:28:19
1108,19.9228,17,fell,bridging,0,15:28:26
1109,23.1128,62,fell,bridging,0,15:28:41
1110,15.8298,32,fell,bridging,0,15:28:50
1111,23.0997,173,mission_ended,bridging,1,15:29:22
1112,28.3144,173,mission_ended,bridging,2,15:29:53
1113,23.0096,40,fell,bridging,1,15:30:04
1114,41.1223,128,fell,bridging,2,15:30:30
1115,19.7567,45,fell,bridging,0,15:30:41
1116,33.6127,120,fell,bridging,2,15:31:08
1117,16.1764,27,fell,bridging,0,15:31:16
1118,32.3976,73,fell,bridging,2,15:31:33
1119,24.7261,20,fell,bridging,0,15:31:40
1120,26.6967,95,fell,bridging,0,15:32:00
1121,27.3318,76,fell,bridging,0,15:32:17
1122,21.2923,37,fell,bridging,0,15:32:28
1123,15.887,57,fell,bridging,0,15:32:42
1124,49.491,173,mission_ended,bridging,2,15:33:13
1125,17.7217,37,fell,bridging,0,15:33:24
1126,35.6658,173,mission_ended,bridging,1,15:33:55
1127,23.1094,61,fell,bridging,0,15:34:10
1128,42.0739,59,fell,bridging,1,15:34:24
1129,27.1363,33,fell,bridging,0,15:34:34
1130,51.5498,163,mission_ended,bridging,3,15:35:05
1131,26.8831,86,fell,bridging,1,15:35:24
1132,14.7606,173,mission_ended,bridging,0,15:35:56
1133,22.6089,22,fell,bridging,1,15:36:03
1134,21.6433,125,fell,bridging,0,15:36:29
1135,15.4824,60,fell,bridging,0,15:36:43
1136,24.2629,129,fell,bridging,0,15:37:09
1137,22.1936,24,fell,bridging,0,15:37:17
1138,19.5263,17,fell,bridging,0,15:37:24
1139,13.7564,173,mission_ended,bridging,0,15:37:56
1140,95.9088,154,fell,bridging,5,15:38:27
1141,15.941,42,fell,bridging,0,15:38:38
1142,27.9982,80,fell,bridging,0,15:38:56
1143,49.1979,69,fell,bridging,1,15:39:12
1144,46.7329,173,mission_ended,bridging,2,15:39:44
1145,16.68,122,fell,bridging,0,15:40:09
1146,19.4968,65,fell,bridging,0,15:40:24
1147,17.2645,81,fell,bridging,0,15:40:42
1148,13.8054,173,mission_ended,bridging,0,15:41:13
1149,66.4036,173,mission_ended,bridging,2,15:41:45
1150,24.3078,18,fell,bridging,64,15:41:52
1151,14.0098,173,mission_ended,bridging,0,15:42:24
1152,113.2457,167,fell,bridging,3,15:42:55
1153,15.6239,31,fell,bridging,0,15:43:04
1154,27.1901,134,fell,bridging,0,15:43:31
1155,22.4445,59,fell,bridging,0,15:43:45
1156,13.565,173,mission_ended,bridging,0,15:44:17
1157,14.7471,166,fell,bridging,0,15:44:48
1158,21.1209,106,fell,bridging,0,15:45:11
1159,40.6086,164,mission_ended,bridging,1,15:45:42
1160,21.1745,17,fell,bridging,0,15:45:49
1161,14.651,89,fell,bridging,0,15:46:09
1162,14.6576,131,fell,bridging,0,15:46:35
1163,19.128,83,fell,bridging,0,15:46:53
1164,14.6778,80,fell,bridging,0,15:47:11
1165,15.812,24,fell,bridging,0,15:47:19
1166,94.7625,173,mission_ended,bridging,3,15:47:51
1167,17.4809,12,fell,bridging,0,15:47:57
1168,15.8482,33,fell,bridging,0,15:48:07
1169,21.1297,160,fell,bridging,0,15:48:38
1170,14.3911,164,mission_ended,bridging,0,15:49:09
1171,21.8216,24,fell,bridging,0,15:49:17
1172,14.0605,144,fell,bridging,0,15:49:46
1173,16.0781,17,fell,bridging,0,15:49:53
1174,25.601,105,fell,bridging,0,15:50:15
1175,68.2655,173,mission_ended,bridging,2,15:50:47
1176,13.4144,173,mission_ended,bridging,0,15:51:18
1177,41.4523,173,mission_ended,bridging,1,15:51:50
1178,22.583,24,fell,bridging,0,15:51:58
1179,21.1546,21,fell,bridging,1,15:52:06
1180,15.0957,114,fell,bridging,0,15:52:31
1181,19.6444,128,fell,bridging,0,15:52:57
1182,48.5907,137,fell,bridging,1,15:53:24
1183,66.9725,173,mission_ended,bridging,2,15:53:56
1184,28.4286,83,fell,bridging,0,15:54:14
1185,31.7656,68,fell,bridging,0,15:54:29
1186,18.7986,58,fell,bridging,0,15:54:43
1187,25.4149,21,fell,bridging,0,15:54:51
1188,22.6057,80,fell,bridging,0,15:55:09
1189,14.3886,173,mission_ended,bridging,0,15:55:40
1190,15.1992,37,fell,bridging,0,15:55:51
1191,65.4733,164,mission_ended,bridging,2,15:56:25
1192,27.0682,30,fell,bridging,0,15:56:35
1193,14.3476,173,mission_ended,bridging,0,15:57:06
1194,27.0371,78,fell,bridging,0,15:57:24
1195,17.9874,125,fell,bridging,0,15:57:49
1196,32.5311,53,fell,bridging,0,15:58:02
1197,16.3137,133,fell,bridging,0,15:58:29
1198,15.9921,68,fell,bridging,0,15:58:45
1199,30.2187,27,fell,bridging,0,15:58:54
1200,15.6723,111,fell,bridging,0,15:59:17
1201,46.6057,165,mission_ended,bridging,2,15:59:48
1202,19.9994,173,mission_ended,bridging,1,16:00:20
1203,17.7458,14,fell,bridging,0,16:00:26
1204,46.087,68,fell,bridging,1,16:00:42
1205,28.448,86,fell,bridging,0,16:01:01
1206,25.6883,9,fell,bridging,0,16:01:06
1207,13.9848,173,mission_ended,bridging,0,16:01:38
1208,21.2952,111,fell,bridging,0,16:02:01
1209,29.9299,87,fell,bridging,0,16:02:20
1210,24.848,23,fell,bridging,0,16:02:28
1211,30.052,110,fell,bridging,0,16:02:51
1212,17.414,68,fell,bridging,0,16:03:06
1213,19.9762,66,fell,bridging,0,16:03:23
1214,47.0029,173,mission_ended,bridging,2,16:03:55
1215,23.2432,46,fell,bridging,0,16:04:07
1216,20.3331,20,fell,bridging,0,16:04:14
1217,14.2857,174,mission_ended,bridging,0,16:04:49
1218,30.5453,55,fell,bridging,0,16:05:03
1219,28.9552,171,fell,bridging,0,16:05:34
1220,17.9672,60,fell,bridging,0,16:05:48
1221,27.9024,28,fell,bridging,0,16:05:57
1222,28.4533,71,fell,bridging,0,16:06:13
1223,20.9655,42,fell,bridging,0,16:06:25
1224,134.9626,165,mission_ended,bridging,6,16:06:56
1225,13.876,173,mission_ended,bridging,0,16:07:28
1226,23.6816,68,fell,bridging,0,16:07:43
1227,22.6334,12,fell,bridging,0,16:07:50
1228,28.9947,125,fell,bridging,0,16:08:15
1229,26.4005,116,fell,bridging,0,16:08:39
1230,13.894,161,fell,bridging,0,16:09:10
1231,21.3693,54,fell,bridging,0,16:09:24
1232,14.2268,173,mission_ended,bridging,0,16:09:55
1233,25.9647,132,fell,bridging,0,16:10:24
1234,15.2303,74,fell,bridging,0,16:10:40
1235,68.2062,173,mission_ended,bridging,2,16:11:12
1236,14.1579,64,fell,bridging,0,16:11:27
1237,63.504,101,fell,bridging,2,16:11:48
1238,15.8982,57,fell,bridging,0,16:12:02
1239,13.9834,173,mission_ended,bridging,0,16:12:34
1240,15.5609,43,fell,bridging,0,16:12:45
1241,14.6378,116,fell,bridging,0,16:13:09
1242,11.4986,49,fell,bridging,0,16:13:21
1243,30.1518,66,fell,bridging,0,16:13:37
1244,29.4359,54,fell,bridging,0,16:13:50
1245,27.9202,67,fell,bridging,0,16:14:07
1246,15.8299,88,fell,bridging,0,16:14:27
1247,31.167,126,fell,bridging,1,16:14:52
1248,15.8998,31,fell,bridging,0,16:15:01
1249,54.4891,129,fell,bridging,1,16:15:27
1250,15.7792,62,fell,bridging,0,16:15:42
1251,14.6794,173,mission_ended,bridging,0,16:16:14
1252,30.8536,55,fell,bridging,1,16:16:27
1253,20.3995,65,fell,bridging,0,16:16:42
1254,28.9185,68,fell,bridging,0,16:16:58
1255,41.9277,173,mission_ended,bridging,1,16:17:29
1256,22.8565,28,fell,bridging,0,16:17:38
1257,15.3108,53,fell,bridging,0,16:17:53
1258,24.4942,8,fell,bridging,0,16:17:58
1259,43.2873,87,fell,bridging,1,16:18:17
1260,27.4949,49,fell,bridging,0,16:18:30
1261,21.9556,104,fell,bridging,0,16:18:52
1262,22.5097,20,fell,bridging,0,16:18:59
1263,14.9305,89,fell,bridging,0,16:19:18
1264,27.7568,42,fell,bridging,0,16:19:30
1265,14.0382,173,mission_ended,bridging,0,16:20:01
1266,27.2013,30,fell,bridging,0,16:20:10
1267,21.6088,39,fell,bridging,0,16:20:21
1268,65.6207,173,mission_ended,bridging,2,16:20:56
1269,29.6312,123,fell,bridging,0,16:21:21
1270,16.7939,66,fell,bridging,0,16:21:38
1271,21.6549,7,fell,bridging,0,16:21:43
1272,24.5298,34,fell,bridging,0,16:21:53
1273,15.6103,52,fell,bridging,0,16:22:06
1274,15.2747,142,fell,bridging,0,16:22:34
1275,21.7928,93,fell,bridging,0,16:22:54
1276,14.5191,173,mission_ended,bridging,0,16:23:26
1277,13.473,16,fell,bridging,0,16:23:33
1278,13.9172,173,mission_ended,bridging,0,16:24:07
1279,31.5313,54,fell,bridging,0,16:24:21
1280,71.9552,139,fell,bridging,3,16:24:48
1281,29.075,98,fell,bridging,0,16:25:09
1282,20.0396,134,fell,bridging,0,16:25:38
1283,23.0935,33,fell,bridging,0,16:25:47
1284,26.9097,74,fell,bridging,0,16:26:04
1285,15.6378,52,fell,bridging,0,16:26:17
1286,16.2489,11,fell,bridging,1,16:26:23
1287,20.7459,173,mission_ended,bridging,1,16:26:58
1288,16.2258,140,fell,bridging,0,16:27:26
1289,67.6184,173,mission_ended,bridging,3,16:27:57
1290,15.3992,46,fell,bridging,0,16:28:09
1291,14.3309,125,fell,bridging,0,16:28:35
1292,13.8501,164,mission_ended,bridging,0,16:29:06
1293,15.0277,173,mission_ended,bridging,0,16:29:38
1294,92.903,142,fell,bridging,6,16:30:06
1295,26.0735,13,fell,bridging,0,16:30:13
1296,46.9385,137,fell,bridging,2,16:30:40
1297,13.4976,173,mission_ended,bridging,0,16:31:14
1298,25.1643,46,fell,bridging,0,16:31:26
1299,29.5562,115,fell,bridging,0,16:31:50
1300,32.0765,165,mission_ended,bridging,2,16:32:22
1301,14.3415,129,fell,bridging,0,16:32:48
1302,22.6044,173,mission_ended,bridging,1,16:33:19
1303,58.7768,67,fell,bridging,3,16:33:35
1304,97.3124,148,fell,bridging,4,16:34:04
1305,65.1376,173,mission_ended,bridging,3,16:34:36
1306,14.7885,173,mission_ended,bridging,0,16:35:07
1307,30.7739,21,fell,bridging,0,16:35:15
1308,18.9497,54,fell,bridging,0,16:35:28
1309,18.0146,69,fell,bridging,0,16:35:46
1310,22.265,161,fell,bridging,0,16:36:17
1311,13.8228,173,mission_ended,bridging,0,16:36:49
1312,16.6445,111,fell,bridging,0,16:37:12
1313,15.787,53,fell,bridging,0,16:37:25
1314,19.7602,34,fell,bridging,0,16:37:35
1315,40.8542,173,mission_ended,bridging,1,16:38:06
1316,48.6459,87,fell,bridging,1,16:38:25
1317,24.667,80,fell,bridging,0,16:38:43
1318,45.285,145,fell,bridging,2,16:39:12
1319,14.0188,173,mission_ended,bridging,0,16:39:44
1320,27.013,29,fell,bridging,0,16:39:53
1321,15.0361,48,fell,bridging,0,16:40:05
1322,13.7643,173,mission_ended,bridging,0,16:40:37
1323,27.3358,21,fell,bridging,0,16:40:44
1324,15.5137,60,fell,bridging,0,16:40:59
1325,14.1231,173,mission_ended,bridging,0,16:41:30
1326,31.9355,174,mission_ended,bridging,1,16:42:05
1327,41.5229,173,mission_ended,bridging,1,16:42:38
1328,24.4469,60,fell,bridging,0,16:42:52
1329,14.0695,173,mission_ended,bridging,0,16:43:24
1330,17.7218,58,fell,bridging,0,16:43:38
1331,46.429,173,mission_ended,bridging,2,16:44:10
1332,29.3238,69,fell,bridging,0,16:44:25
1333,30.2351,17,fell,bridging,0,16:44:32
1334,19.6171,173,mission_ended,bridging,1,16:45:04
1335,14.1047,173,mission_ended,bridging,0,16:45:35
1336,46.5781,163,mission_ended,bridging,2,16:46:07
1337,22.3961,56,fell,bridging,0,16:46:21
1338,14.0591,173,mission_ended,bridging,0,16:46:52
1339,20.113,86,fell,bridging,0,16:47:11
1340,14.2277,173,mission_ended,bridging,0,16:47:43
1341,15.3922,79,fell,bridging,0,16:48:00
1342,28.3806,43,fell,bridging,0,16:48:11
1343,14.4073,173,mission_ended,bridging,0,16:48:43
1344,13.9854,135,fell,bridging,0,16:49:10
1345,20.335,123,fell,bridging,0,16:49:36
1346,15.6204,113,fell,bridging,0,16:50:00
1347,27.3027,31,fell,bridging,0,16:50:09
1348,17.7022,139,fell,bridging,0,16:50:37
1349,14.2474,18,fell,bridging,0,16:50:44
1350,26.1338,84,fell,bridging,0,16:51:03
1351,91.2969,152,fell,bridging,3,16:51:33
1352,20.3167,40,fell,bridging,0,16:51:44
1353,28.2991,146,fell,bridging,0,16:52:12
1354,30.7755,80,fell,bridging,0,16:52:30
1355,13.4687,158,fell,bridging,0,16:53:01
1356,50.8082,143,fell,bridging,3,16:53:31
1357,24.3665,109,fell,bridging,0,16:53:54
1358,30.538,18,fell,bridging,0,16:54:01
1359,28.9006,52,fell,bridging,0,16:54:14
1360,14.7253,173,mission_ended,bridging,0,16:54:45
1361,15.6606,86,fell,bridging,0,16:55:04
1362,15.7744,74,fell,bridging,0,16:55:21
1363,31.7378,114,fell,bridging,1,16:55:44
1364,24.3078,34,fell,bridging,0,16:55:54
1365,13.7812,79,fell,bridging,0,16:56:12
1366,19.5432,124,fell,bridging,0,16:56:37
1367,22.5309,20,fell,bridging,0,16:56:45
1368,14.3513,163,mission_ended,bridging,0,16:57:16
1369,14.4917,173,mission_ended,bridging,0,16:57:48
1370,15.9347,54,fell,bridging,0,16:58:01
1371,19.3691,173,mission_ended,bridging,1,16:58:33
1372,30.0039,78,fell,bridging,0,16:58:50
1373,12.473,22,fell,bridging,0,16:58:58
1374,17.6595,54,fell,bridging,0,16:59:11
1375,48.1225,46,fell,bridging,1,16:59:23
1376,15.0277,67,fell,bridging,0,16:59:38
1377,26.4416,33,fell,bridging,0,16:59:48
1378,27.984,14,fell,bridging,0,16:59:55
1379,19.9855,96,fell,bridging,0,17:00:15
1380,13.6278,26,fell,bridging,0,17:00:23
1381,14.8762,93,fell,bridging,0,17:00:45
1382,28.9222,128,fell,bridging,1,17:01:11
1383,20.6328,59,fell,bridging,1,17:01:25
1384,14.0723,114,fell,bridging,0,17:01:49
1385,31.0132,109,fell,bridging,0,17:02:11
1386,25.4618,75,fell,bridging,0,17:02:28
1387,15.6429,58,fell,bridging,0,17:02:42
1388,114.8992,173,mission_ended,bridging,7,17:03:14
1389,26.3146,173,mission_ended,bridging,1,17:03:45
1390,99.2847,164,mission_ended,bridging,4,17:04:17
1391,24.1312,166,fell,bridging,0,17:04:49
1392,25.6142,35,fell,bridging,0,17:04:59
1393,46.6475,173,mission_ended,bridging,2,17:05:30
1394,15.7193,97,fell,bridging,0,17:05:51
1395,44.4242,173,mission_ended,bridging,2,17:06:26
1396,15.0464,114,fell,bridging,0,17:06:49
1397,19.3336,93,fell,bridging,0,17:07:09
1398,25.4697,42,fell,bridging,0,17:07:20
1399,53.5766,74,fell,bridging,1,17:07:38
1400,30.1978,32,fell,bridging,0,17:07:48
1401,19.324,46,fell,bridging,0,17:08:00
1402,21.7295,72,fell,bridging,0,17:08:16
1403,15.3906,101,fell,bridging,0,17:08:38
1404,20.591,36,fell,bridging,0,17:08:48
1405,58.6163,66,fell,bridging,2,17:09:03
1406,13.9979,152,fell,bridging,0,17:09:33
1407,98.9549,173,mission_ended,bridging,4,17:10:05
1408,21.4647,46,fell,bridging,0,17:10:17
1409,14.7123,86,fell,bridging,0,17:10:36
1410,17.5873,52,fell,bridging,0,17:10:49
1411,14.2078,164,mission_ended,bridging,0,17:11:20
1412,25.8787,30,fell,bridging,0,17:11:30
1413,17.494,20,fell,bridging,0,17:11:37
1414,24.2912,35,fell,bridging,0,17:11:47
1415,22.5233,87,fell,bridging,0,17:12:06
1416,40.7389,173,mission_ended,bridging,1,17:12:38
1417,49.8752,173,mission_ended,bridging,3,17:13:13
1418,23.0533,37,fell,bridging,0,17:13:23
1419,20.5731,46,fell,bridging,0,17:13:35
1420,15.3994,86,fell,bridging,0,17:13:53
1421,104.8383,169,fell,bridging,4,17:14:25
1422,14.2778,143,fell,bridging,0,17:14:55
1423,23.5151,46,fell,bridging,0,17:15:07
1424,13.5248,173,mission_ended,bridging,0,17:15:38
1425,41.0495,173,mission_ended,bridging,1,17:16:10
1426,14.3123,172,mission_ended,bridging,0,17:16:42
1427,21.4295,78,fell,bridging,0,17:16:59
1428,46.1277,173,mission_ended,bridging,2,17:17:31
1429,46.699,173,mission_ended,bridging,2,17:18:03
1430,13.4229,159,fell,bridging,0,17:18:34
1431,14.7224,113,fell,bridging,1,17:18:57
1432,23.0482,41,fell,bridging,0,17:19:08
1433,149.3239,155,landed,bridging,5,17:19:39
1434,14.2946,173,mission_ended,bridging,0,17:20:11
1435,14.4564,173,mission_ended,bridging,0,17:20:42
1436,53.0468,115,fell,bridging,3,17:21:06
1437,15.691,62,fell,bridging,0,17:21:21
1438,15.6069,55,fell,bridging,0,17:21:34
1439,67.4538,163,mission_ended,bridging,2,17:22:06
1440,24.5707,173,mission_ended,bridging,1,17:22:38
1441,14.6576,136,fell,bridging,0,17:23:05
1442,17.2333,54,fell,bridging,0,17:23:18
1443,55.5178,87,fell,bridging,1,17:23:37
1444,20.2959,168,mission_ended,bridging,1,17:24:09
1445,41.8089,42,fell,bridging,1,17:24:20
1446,40.6981,173,mission_ended,bridging,1,17:24:52
1447,18.7231,26,fell,bridging,0,17:25:00
1448,16.6918,23,fell,bridging,0,17:25:10
1449,20.1524,70,fell,bridging,0,17:25:26
1450,88.3309,74,fell,bridging,5,17:25:43
1451,18.8973,160,fell,bridging,0,17:26:14
1452,15.6978,98,fell,bridging,0,17:26:35
1453,68.0816,174,mission_ended,bridging,2,17:27:07
1454,17.6364,81,fell,bridging,0,17:27:24
1455,14.1876,173,mission_ended,bridging,0,17:27:56
1456,20.37,173,mission_ended,bridging,1,17:28:28
1457,56.2438,58,fell,bridging,3,17:28:43
1458,21.6252,69,fell,bridging,0,17:28:59
1459,14.3175,173,mission_ended,bridging,0,17:29:30
1460,14.3037,116,fell,bridging,0,17:29:54
